[Wed Jun 10 03:13:17 CST 2026] train rslora_vanilla variant=rslora mode=vanilla steps=100
 Loading checkpoint shards:   0%|          | 0/6 [00:00<?, ?it/s] Loading checkpoint shards:  50%|█████     | 3/6 [00:00<00:00, 13.95it/s] Loading checkpoint shards:  83%|████████▎ | 5/6 [00:00<00:00, 13.86it/s] Loading checkpoint shards: 100%|██████████| 6/6 [00:00<00:00, 15.05it/s]
{"task": "ceval_computer_network", "id": "56", "gold": "A", "pred": "A", "correct": true}
{"task": "ceval_computer_network", "id": "116", "gold": "B", "pred": "D", "correct": false}
{"task": "ceval_computer_network", "id": "6", "gold": "C", "pred": "C", "correct": true}
{"task": "ceval_computer_network", "id": "27", "gold": "C", "pred": "C", "correct": true}
{"task": "ceval_computer_network", "id": "169", "gold": "D", "pred": "C", "correct": false}
{"task": "ceval_computer_network", "id": "127", "gold": "B", "pred": "B", "correct": true}
{"task": "ceval_computer_network", "id": "107", "gold": "D", "pred": "C", "correct": false}
{"task": "ceval_computer_network", "id": "5", "gold": "D", "pred": "B", "correct": false}
{"task": "ceval_computer_network", "id": "131", "gold": "A", "pred": "A", "correct": true}
{"task": "ceval_computer_network", "id": "110", "gold": "D", "pred": "D", "correct": true}
{"task": "ceval_computer_network", "id": "162", "gold": "A", "pred": "A", "correct": true}
{"task": "ceval_computer_network", "id": "14", "gold": "B", "pred": "C", "correct": false}
{"task": "ceval_computer_network", "id": "52", "gold": "D", "pred": "D", "correct": true}
{"task": "ceval_computer_network", "id": "9", "gold": "D", "pred": "A", "correct": false}
{"task": "ceval_computer_network", "id": "94", "gold": "B", "pred": "D", "correct": false}
{"task": "ceval_computer_network", "id": "44", "gold": "D", "pred": "D", "correct": true}
{"task": "ceval_computer_network", "id": "55", "gold": "B", "pred": "A", "correct": false}
{"task": "ceval_computer_network", "id": "92", "gold": "B", "pred": "B", "correct": true}
{"task": "ceval_computer_network", "id": "142", "gold": "B", "pred": "B", "correct": true}
{"task": "ceval_computer_network", "id": "72", "gold": "C", "pred": "C", "correct": true}
{"task": "ceval_computer_network", "id": "80", "gold": "D", "pred": "D", "correct": true}
{"task": "ceval_computer_network", "id": "152", "gold": "B", "pred": "B", "correct": true}
{"task": "ceval_computer_network", "id": "121", "gold": "C", "pred": "C", "correct": true}
{"task": "ceval_computer_network", "id": "45", "gold": "A", "pred": "A", "correct": true}
{"task": "ceval_computer_network", "id": "123", "gold": "B", "pred": "B", "correct": true}
{"task": "ceval_computer_network", "id": "114", "gold": "C", "pred": "B", "correct": false}
{"task": "ceval_computer_network", "id": "41", "gold": "A", "pred": "A", "correct": true}
{"task": "ceval_computer_network", "id": "46", "gold": "C", "pred": "C", "correct": true}
{"task": "ceval_computer_network", "id": "133", "gold": "D", "pred": "B", "correct": false}
{"task": "ceval_computer_network", "id": "82", "gold": "D", "pred": "A", "correct": false}
{"task": "ceval_computer_network", "id": "86", "gold": "A", "pred": "B", "correct": false}
{"task": "ceval_computer_network", "id": "104", "gold": "A", "pred": "D", "correct": false}
{"task": "ceval_computer_network", "id": "66", "gold": "B", "pred": "D", "correct": false}
{"task": "ceval_computer_network", "id": "25", "gold": "B", "pred": "A", "correct": false}
{"task": "ceval_computer_network", "id": "170", "gold": "A", "pred": "B", "correct": false}
{"task": "ceval_computer_network", "id": "145", "gold": "A", "pred": "A", "correct": true}
Using the latest cached version of the dataset since allenai/sciq couldn't be found on the Hugging Face Hub
Found the latest cached dataset configuration 'default' at /root/.cache/huggingface/datasets/allenai___sciq/default/0.0.0/2c94ad3e1aafab77146f384e23536f97a4849815 (last modified on Tue Jun  9 21:22:56 2026).
{"task": "sciq", "id": "947", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "798", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "971", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "296", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "913", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "849", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "85", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "17", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "606", "gold": "B", "pred": "D", "correct": false}
{"task": "sciq", "id": "314", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "433", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "388", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "542", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "366", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "133", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "743", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "196", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "273", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "455", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "14", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "226", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "635", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "465", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "923", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "25", "gold": "C", "pred": "D", "correct": false}
{"task": "sciq", "id": "108", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "87", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "727", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "510", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "431", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "20", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "524", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "642", "gold": "A", "pred": "B", "correct": false}
{"task": "sciq", "id": "751", "gold": "D", "pred": "A", "correct": false}
{"task": "sciq", "id": "441", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "367", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "789", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "58", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "210", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "801", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "36", "gold": "B", "pred": "D", "correct": false}
{"task": "sciq", "id": "603", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "377", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "673", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "176", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "221", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "994", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "752", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "371", "gold": "C", "pred": "D", "correct": false}
{"task": "sciq", "id": "579", "gold": "A", "pred": "A", "correct": true}
Using the latest cached version of the dataset since allenai/winogrande couldn't be found on the Hugging Face Hub
Found the latest cached dataset configuration 'winogrande_xl' at /root/.cache/huggingface/datasets/allenai___winogrande/winogrande_xl/0.0.0/01e74176c63542e6b0bcb004dcdea22d94fb67b5 (last modified on Tue Jun  9 21:23:22 2026).
{"task": "winogrande", "id": "593", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "171", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "34", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "1212", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "628", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "867", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "776", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "1085", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "733", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "266", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "393", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "547", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "910", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "28", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "452", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "931", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "50", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "216", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "175", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "1020", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "862", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "40", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "1049", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "883", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "735", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "117", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "421", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "72", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "1206", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "755", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "352", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "442", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "742", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "1158", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "1171", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "576", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "643", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "1173", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "970", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "363", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "989", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "1209", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "916", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "335", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "372", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "365", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "1092", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "662", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "1065", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "400", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "8b25332de2894ab38784235838d38cec", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "8ea5720718c0e122efa6277edb511569", "gold": "D", "pred": "D", "correct": true}
{"task": "commonsenseqa", "id": "4acd496cc78d96c2431279a5fd87de7c", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "01794dde3ca2991615f1aa2f63fb22e3", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "41bab71fea3fa04e5a4e10a2f86996df", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "c7ce02d9365fe9275f88338ad51cbde6", "gold": "A", "pred": "A", "correct": true}
{"task": "commonsenseqa", "id": "c9f7d07e6d363a99f5fadd68a4dfa35a", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "29c194d032a266a7160bff6f546a4d9d", "gold": "D", "pred": "D", "correct": true}
{"task": "commonsenseqa", "id": "32d5b7fcae24f0d4871cfb219c5a4b47", "gold": "C", "pred": "E", "correct": false}
{"task": "commonsenseqa", "id": "46351b3a6beb694c5f623583a3b1473d", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "5a50ea4bb2d13dc4f620ebd45025d445", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "5c2bc4335c8860342ec2d568ceb6ac6b", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "b3dc6d6a5e2f9d7da8eb72816c80b3f8_1", "gold": "A", "pred": "A", "correct": true}
{"task": "commonsenseqa", "id": "9889e5389917d812c09d6e5d382d333d", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "4ef3d70648ee3cea028bc5ed0fdfda28", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "359aed918343d228e67cef329b693904", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "011096bcfff30fd38046cf9db3a411c5", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "0f2377604e628c55ba588366139396b9", "gold": "E", "pred": "D", "correct": false}
{"task": "commonsenseqa", "id": "900492bd731f8f615ed7c08155737d44", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "0b52cc905fff0ca69a45e6353d10e401", "gold": "D", "pred": "D", "correct": true}
{"task": "commonsenseqa", "id": "6f48ee564a48293eb501cc0d8197bdd9", "gold": "C", "pred": "B", "correct": false}
{"task": "commonsenseqa", "id": "ba640b9634ad6b4ad98b17b4f152e562", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "5d4233146435ab0ca211e8ac9bfce76f", "gold": "A", "pred": "A", "correct": true}
{"task": "commonsenseqa", "id": "bd773d64f4e22db2358c6e00cbdf2d83", "gold": "A", "pred": "A", "correct": true}
{"task": "commonsenseqa", "id": "ef3d5d35128678937c36438466e0fc93", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "9dffd2021771e0ecddb19031acf3701b", "gold": "C", "pred": "B", "correct": false}
{"task": "commonsenseqa", "id": "8b3b598a647dfd2d63fcedce5f461040", "gold": "A", "pred": "A", "correct": true}
{"task": "commonsenseqa", "id": "821b32d39f57396979069b948030afe9", "gold": "D", "pred": "D", "correct": true}
{"task": "commonsenseqa", "id": "8f2976690c83be6b8fa3a1196dfd9722", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "66bfb6e209c94e6be5b0d04b0c7e2064", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "0bf4d64ad0eee7224acb3a4eb85accb2", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "ec86900559a0faf2aef066e511a4cfa6", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "7c45033e9fd9f1a759923971b14390ed", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "0f7425ecbe369bf41a230aab92d84132", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "42520bf3f93f8de23670044e019001a3", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "07fd8b0aed06406fedb137d11b07a890", "gold": "D", "pred": "C", "correct": false}
{"task": "commonsenseqa", "id": "3eb397b96b6c3a245c81ab30205943f1", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "ed50555f8db2b8f66caf9868dcd7e13b", "gold": "A", "pred": "A", "correct": true}
{"task": "commonsenseqa", "id": "ec224c1dbfb569cce7ec317fe987ae68", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "42c46e28baf0fc617a07419286178c0a", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "cf8e30dd6956d03e3f0f0397112a8696", "gold": "A", "pred": "A", "correct": true}
{"task": "commonsenseqa", "id": "549cf641318edfc0510fa7c7dbb359e1", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "5c171b9837af49211891ce40e4a10204", "gold": "D", "pred": "D", "correct": true}
{"task": "commonsenseqa", "id": "303aedda3a5ab8d853cbe4edc4b914c6", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "1d8d9e3504c8c58a3b923ddc155c19b0", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "8b23cd355ffc8b6e7aa5459ffb21b4e0", "gold": "B", "pred": "E", "correct": false}
{"task": "commonsenseqa", "id": "d78baca23e0a636a8961e17119047e63", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "a5dcac512870e79f5aa2b22dbd662404", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "c7526b682e64f355384631b35cd78fc9", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "1ef68db97654f30cd3701b942fadc934", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "593", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "171", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "34", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "628", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "867", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "776", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "1085", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "733", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "266", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "393", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "547", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "910", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "28", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "452", "gold": "D", "pred": "B", "correct": false}
{"task": "arc_challenge", "id": "931", "gold": "B", "pred": "C", "correct": false}
{"task": "arc_challenge", "id": "50", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "216", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "175", "gold": "A", "pred": "B", "correct": false}
{"task": "arc_challenge", "id": "1020", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "862", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "40", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "1049", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "883", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "735", "gold": "D", "pred": "B", "correct": false}
{"task": "arc_challenge", "id": "117", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "421", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "72", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "755", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "352", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "442", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "742", "gold": "B", "pred": "D", "correct": false}
{"task": "arc_challenge", "id": "1158", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "1171", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "576", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "643", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "970", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "363", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "989", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "916", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "335", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "372", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "365", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "1092", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "662", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "1065", "gold": "C", "pred": "B", "correct": false}
{"task": "arc_challenge", "id": "400", "gold": "C", "pred": "B", "correct": false}
{"task": "arc_challenge", "id": "234", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "168", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "201", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "872", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "4749", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "1368", "gold": "A", "pred": "A", "correct": true}
{"task": "hellaswag", "id": "279", "gold": "A", "pred": "D", "correct": false}
{"task": "hellaswag", "id": "9699", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "5025", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "6942", "gold": "C", "pred": "B", "correct": false}
{"task": "hellaswag", "id": "6212", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "8684", "gold": "B", "pred": "C", "correct": false}
{"task": "hellaswag", "id": "5866", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "2134", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "3145", "gold": "D", "pred": "D", "correct": true}
{"task": "hellaswag", "id": "4380", "gold": "A", "pred": "C", "correct": false}
{"task": "hellaswag", "id": "7283", "gold": "B", "pred": "D", "correct": false}
{"task": "hellaswag", "id": "230", "gold": "B", "pred": "D", "correct": false}
{"task": "hellaswag", "id": "3621", "gold": "A", "pred": "B", "correct": false}
{"task": "hellaswag", "id": "7455", "gold": "D", "pred": "D", "correct": true}
{"task": "hellaswag", "id": "405", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "1735", "gold": "A", "pred": "B", "correct": false}
{"task": "hellaswag", "id": "1405", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "8163", "gold": "A", "pred": "A", "correct": true}
{"task": "hellaswag", "id": "6901", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "320", "gold": "D", "pred": "D", "correct": true}
{"task": "hellaswag", "id": "8398", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "7066", "gold": "A", "pred": "A", "correct": true}
{"task": "hellaswag", "id": "5881", "gold": "A", "pred": "A", "correct": true}
{"task": "hellaswag", "id": "942", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "3368", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "578", "gold": "D", "pred": "C", "correct": false}
{"task": "hellaswag", "id": "9652", "gold": "D", "pred": "D", "correct": true}
{"task": "hellaswag", "id": "6047", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "2816", "gold": "C", "pred": "D", "correct": false}
{"task": "hellaswag", "id": "3539", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "5943", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "9265", "gold": "B", "pred": "A", "correct": false}
{"task": "hellaswag", "id": "6040", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "9372", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "4608", "gold": "C", "pred": "A", "correct": false}
{"task": "hellaswag", "id": "5150", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "9387", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "1404", "gold": "D", "pred": "D", "correct": true}
{"task": "hellaswag", "id": "7767", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "2910", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "7914", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "9676", "gold": "D", "pred": "D", "correct": true}
{"task": "hellaswag", "id": "7331", "gold": "A", "pred": "B", "correct": false}
{"task": "hellaswag", "id": "2680", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "2982", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "2925", "gold": "B", "pred": "D", "correct": false}
{"task": "hellaswag", "id": "8742", "gold": "D", "pred": "D", "correct": true}
{"task": "hellaswag", "id": "5298", "gold": "D", "pred": "D", "correct": true}
{"task": "boolq", "id": "3192", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1187", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "342", "gold": "yes", "pred": "no", "correct": false}
{"task": "boolq", "id": "69", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2424", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1256", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "1735", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "1553", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2171", "gold": "no", "pred": "yes", "correct": false}
{"task": "boolq", "id": "1466", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "533", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2973", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "786", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "1095", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1820", "gold": "yes", "pred": "no", "correct": false}
{"task": "boolq", "id": "57", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "905", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2540", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "1863", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "101", "gold": "no", "pred": "yes", "correct": false}
{"task": "boolq", "id": "433", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "351", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2908", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2040", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1725", "gold": "no", "pred": "yes", "correct": false}
{"task": "boolq", "id": "80", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2099", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2570", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "3007", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "1766", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1470", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "3157", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "235", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "842", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "3207", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "144", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2413", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1511", "gold": "yes", "pred": "yes", "correct": true}
