task,id,correct,route,first_valid_step,first_final_step,flip_count,late_instability,max_step
commonsenseqa,dc2fa76467ff342abdb4cf142f92dddd,True,8,6,6,0,0,8
commonsenseqa,99789083502af9bf111876a00fae44ac,False,8,7,7,0,0,8
commonsenseqa,18844d3aa4e52b331b5382c8244cf4db,True,8,7,7,0,0,8
commonsenseqa,be2cb9c96069ac355a7ccef262743d14,True,8,7,7,0,0,8
commonsenseqa,64931f9097155672bfe3e16f03b2c195,False,8,7,7,0,0,8
commonsenseqa,84a736d4b702a6869d8fa8523aee6f1b,True,8,7,7,0,0,8
commonsenseqa,a287575d3ba4b9f958536fc14a1f5b5a,True,8,7,7,0,0,8
commonsenseqa,4da33e6f4b789776acb1bc10195baa83,True,8,7,7,0,0,8
commonsenseqa,f36027954e43cfd926451bdf7cb0c3ac,True,8,7,7,0,0,8
commonsenseqa,e408a5a031caec33782cb3b3a005eecc,True,8,6,6,0,0,8
commonsenseqa,91f512273a2da7ae796919069b20d6cf,True,8,6,6,0,0,8
commonsenseqa,2ec7f8fe7948f9997e73f9bff7ba6e05,True,8,7,7,0,0,8
commonsenseqa,79c3378b7660d328902d7c0ad442a37f,True,8,6,6,0,0,8
commonsenseqa,54075de8b8b89ecef2e4eb4eaee2713d,True,8,6,6,0,0,8
commonsenseqa,63f7ad481a63fc8c6dffe00519d4a167,True,8,6,6,0,0,8
commonsenseqa,a400b9fd1e319f901471c4b42d401c52,True,8,6,6,0,0,8
commonsenseqa,f61d83f90b92a8d537989e55ee70542d,True,8,7,7,0,0,8
commonsenseqa,63bb6128026ce24209583d0eea75fc27,True,8,7,7,0,0,8
commonsenseqa,fee5ff19811750ad019665af7b36b3c4,True,8,7,7,0,0,8
commonsenseqa,bdf92566f14599f1606109677206001f,True,8,7,7,0,0,8
commonsenseqa,a80ee7775e934c423012fe98e20ba28b,True,8,6,6,0,0,8
commonsenseqa,846bc47ced7119ad2ee19a8780d7fe18,False,8,7,7,0,0,8
commonsenseqa,17d9bfaee1efac51b1ca240125bc5977,False,8,6,6,0,0,8
commonsenseqa,2a21820a135e1a49883525c055c74a0b,True,8,6,6,0,0,8
commonsenseqa,7792b2c6518ecf9775efba6d41253312,True,8,7,7,0,0,8
commonsenseqa,54231f875bb7fe4d3e4afb6eae64387c,True,8,7,7,0,0,8
commonsenseqa,fce1c5d069758aea57a787fc98dcf7a9,True,8,6,6,0,0,8
commonsenseqa,7ce1f99e8185489a7113e6d18c71abb0,True,8,6,6,0,0,8
commonsenseqa,91f2532a832a35cba1b08a3c767be6da,True,8,6,6,0,0,8
commonsenseqa,3f4b48708d08f8bf7bec796531023f9c,True,8,7,7,0,0,8
commonsenseqa,597d2a1c9df7962218d8b807df1f8212,True,8,7,7,0,0,8
commonsenseqa,f60641f550d5ee44ac1bedcaf6ad6357,True,8,6,6,0,0,8
commonsenseqa,895aa97bb84d874d71b2aed572cebfdd,True,8,6,6,0,0,8
commonsenseqa,9a23a7f04e63bf9f4c7dfe50c58abfd2,False,8,6,6,0,0,8
commonsenseqa,75cb55aec7e64f592c01eee5d4578dcd,True,8,7,7,0,0,8
commonsenseqa,aaf4fa38433c84b3bd0a86551259ce62,True,8,7,7,0,0,8
commonsenseqa,866ea9c668c0b42df19fa20865e31f77,True,8,6,6,0,0,8
commonsenseqa,5d1df1daa886efb78db2103ddc1398eb,True,8,6,6,0,0,8
commonsenseqa,46241bc83e8d81196ae5783b2b9854a4,True,8,6,6,0,0,8
commonsenseqa,13d2a103abbed930cabc9567a1ba12f2,True,8,6,6,0,0,8
commonsenseqa,c611875b43b67b91030b889b267bbcb3,True,8,7,7,0,0,8
commonsenseqa,f646f3e064f06423fc25b98500796cf0,True,8,7,7,0,0,8
commonsenseqa,08d3175de59a639be02f2ebc032d56bd,False,8,7,7,0,0,8
commonsenseqa,69335eb9bc5b7b5df840c38a086bf8b2,True,8,7,7,0,0,8
commonsenseqa,3938d6e50d38b1f8774b4f00a89bdb39,True,8,7,7,0,0,8
commonsenseqa,0547da29ffab9b441bae8870cd0f9dab,True,8,7,7,0,0,8
commonsenseqa,5bba03b425f5abc6e017f194cf074b06,True,8,7,7,0,0,8
commonsenseqa,e476e2c8c278eaecfe1a8b884b6aeb8e,False,8,7,7,0,0,8
commonsenseqa,acb3147d946db3b06a596d48e0be56cf,True,8,7,7,0,0,8
commonsenseqa,e58eb0ec4197c29e961a7bdd4d67de4e,True,8,7,7,0,0,8
commonsenseqa,350292ae429060a00ff2cf64d71558e4,True,8,6,6,0,0,8
commonsenseqa,e99d4cb2e69d3e020ee9e4e9a84ac45b,True,8,7,7,0,0,8
commonsenseqa,06be29539ad3e1fbd7b53b05243f4bd7,True,8,6,6,0,0,8
commonsenseqa,bc38ad28e99cff7a65771233f734a007,True,8,7,7,0,0,8
commonsenseqa,26c854d933d2115e7636fdcde57eb463,True,8,6,6,0,0,8
commonsenseqa,faa0aa438b94c19be8ff52ee80d9e298,False,8,7,7,0,0,8
commonsenseqa,435a728f45d32faa4b3c4553c966fd6b,True,8,6,6,0,0,8
commonsenseqa,93b52e7ea1acf10db891e9355e234123,True,8,6,6,0,0,8
commonsenseqa,65432eb6e617514d863a465f38865fde,True,8,6,6,0,0,8
commonsenseqa,b4f79ca5f3595248ee25292ab60ad105,True,8,7,7,0,0,8
commonsenseqa,8605fd2affc796d79073d0f3ef0761c9,True,8,6,6,0,0,8
commonsenseqa,858a5eaa587fe0e266722228671a6bd1,True,8,7,7,0,0,8
commonsenseqa,01abce8c4964371d85a5be2019f75827,True,8,7,7,0,0,8
commonsenseqa,bb503ece4eac41dfe608a1dcb654e6bf,True,8,6,6,0,0,8
commonsenseqa,77e2a0b469b56bea81921a4a945ffcb5,False,8,7,7,0,0,8
commonsenseqa,b42ef8be1748c19fa5938de5396f8fad,True,8,7,7,0,0,8
commonsenseqa,15556e26feaa5a8a29c9f30896e535d4,True,8,6,6,0,0,8
commonsenseqa,ea02772e27f5bd40eced3b65e8c6427f,True,8,6,6,0,0,8
commonsenseqa,81e016974d33fe383c848b6c819791cd,True,8,7,7,0,0,8
commonsenseqa,c0c07ce781653b2a2c01871ba2bcba93,True,8,7,7,0,0,8
commonsenseqa,5502dc807d4921679ae1abd0dc9570d6,True,8,7,7,0,0,8
commonsenseqa,ecd32cc0c17d4738a27bba3399f04591,True,8,6,6,0,0,8
commonsenseqa,49cda7eedbf63b3f38e59ba72f1ee1f9,True,8,7,7,0,0,8
commonsenseqa,235094c966bcbdc94701b41b969f9c75,True,8,7,7,0,0,8
commonsenseqa,a0f5414bf98e094f4d807abee28861a4,False,8,7,7,0,0,8
commonsenseqa,cbb0c9a69ca0922371a48177087ef407,True,8,6,6,0,0,8
commonsenseqa,a8a8ae7792901c7179ff5538c701af1f,True,8,6,6,0,0,8
commonsenseqa,2d3c9d3dff1a7a8253180cb3de1ceeea,True,8,6,6,0,0,8
commonsenseqa,c3bc395561113c96ec43afd715da5061,True,8,6,6,0,0,8
commonsenseqa,b7ab4a5e0c19a98f41cd1ba3176f2dff,True,8,7,7,0,0,8
commonsenseqa,1ac54dbf6b67f27daa3d456416047584,True,8,7,7,0,0,8
commonsenseqa,a7f54ee1866d5db34eacf40efa53c93e,True,8,7,7,0,0,8
commonsenseqa,29c2cc0ba85b4afb9c9d29801469a68f,False,8,7,7,0,0,8
commonsenseqa,047c2d8c65d297b39aa42821c1ca76a9,True,8,6,6,0,0,8
commonsenseqa,43fb083962f825ae651d88648bbd2f74,True,8,7,7,0,0,8
commonsenseqa,fad197409a977126c9587eccd240ceea,True,8,6,6,0,0,8
commonsenseqa,d07f149d8d953dcc45dda432194c375e,True,8,7,7,0,0,8
commonsenseqa,4e3f85dc92eaad4ae6bc6529d62e382c,True,8,6,6,0,0,8
commonsenseqa,8c12e5864463cfcd03f4d0ab67949d01,True,8,7,7,0,0,8
commonsenseqa,7ed7379fc51fd35a47be022f6c56ce51,True,8,7,7,0,0,8
commonsenseqa,c2a8c6814ed3e207771cfc23b3b42cf1,True,8,7,7,0,0,8
commonsenseqa,7b7941b883328ad39048d4dfb1eb5623,True,8,6,6,0,0,8
commonsenseqa,b61e849e44db16a581f0b65e28ab95dc,True,8,7,7,0,0,8
commonsenseqa,5a1c8a9dbbb60e523cc1ba14a370729c,True,8,6,6,0,0,8
commonsenseqa,300bd7704ae8c5fcef618902f18fd01d,True,8,7,7,0,0,8
commonsenseqa,e75e0c11e2d5a7b634455a1b4b76856c,True,8,6,6,0,0,8
commonsenseqa,f74b7f268d3c190a13f99ede6d2359e1,False,8,6,7,1,0,8
commonsenseqa,27c523eb9099d2eec66296558eb4448e,False,8,7,7,0,0,8
commonsenseqa,042898e0c71adac5d123aaa6221c9754,False,8,7,7,0,0,8
commonsenseqa,e3c9e83c0c62d842de2dfe229f5e6d41,True,8,6,6,0,0,8
commonsenseqa,c96a86957a9ab1d8ca0aeeb7f040d87a_1,False,8,7,7,0,0,8
commonsenseqa,584188da9a429f1bc319abda5e5c7a76,True,8,7,7,0,0,8
commonsenseqa,bcc5dd6292a64d8fa17cd07c360b335d,True,8,6,6,0,0,8
commonsenseqa,aa2dcd9bcce5e4445bd3bacbf0bb11d3,True,8,6,6,0,0,8
commonsenseqa,0f4159e80f8dbf682819215bbf0f5b5a_1,False,8,7,7,0,0,8
commonsenseqa,004607228ad49b69eac932c1005d6106,True,8,7,7,0,0,8
commonsenseqa,f06852fb4bb2764dc208a991d037f211,True,8,7,7,0,0,8
commonsenseqa,9bac07574c966cae34c85e9f25538cba,True,8,7,7,0,0,8
commonsenseqa,839f3c37622c1ed5eebc9cd0b9d658e8,True,8,7,7,0,0,8
commonsenseqa,2c845646032bbf27fb3904330d59d324,False,8,6,6,0,0,8
commonsenseqa,a5db1e9677af118deb8e4add8bc18db2,True,8,7,7,0,0,8
commonsenseqa,0df3f58645b4bc306093845fb297a50e,True,8,6,6,0,0,8
commonsenseqa,e211b1a3f3401d164c8b0bfc10160caa,True,8,7,7,0,0,8
commonsenseqa,4858669d0193e5d9384dc37d4bb5c00c,True,8,6,6,0,0,8
commonsenseqa,420641003ba20b966887dfac684efb17,False,8,7,7,0,0,8
commonsenseqa,39572e0ba1db51fa74f7fc2d90c5ec7f,True,8,6,6,0,0,8
commonsenseqa,4c5c74b3287492d6ddb2da4c8c0fd51a,True,8,7,7,0,0,8
commonsenseqa,eb4b2cd0f2a69686e5a82250c5806b84,True,8,6,6,0,0,8
commonsenseqa,c410a4626dfce4b4cfd3e5937602cd77,False,8,7,7,0,0,8
commonsenseqa,6cb895ce89995f6be422f7c4167c7638,True,8,7,7,0,0,8
commonsenseqa,2f1680da0d388a8453150ff3637e4689,False,8,7,7,0,0,8
commonsenseqa,3b8e1d236f5169b6c833a994d6d9c39a,True,8,7,7,0,0,8
commonsenseqa,820df15b615d221e38a71fcc44461085,True,8,6,6,0,0,8
commonsenseqa,0854478d174c9127064f0d4b58df7e62,True,8,7,7,0,0,8
commonsenseqa,684dbde19719e8224113433981d6e01e,True,8,7,7,0,0,8
commonsenseqa,179fff4b5928e5ac3d3ae3e1db782547,True,8,6,6,0,0,8
commonsenseqa,3c1800e7dd96d37fdd3c51b9fe502342,True,8,6,6,0,0,8
commonsenseqa,f372587fa4c99d5bebf0d0eb987c44e2,True,8,6,6,0,0,8
commonsenseqa,19dfd55e967dacd6f5700a62c1e14eee,True,8,6,6,0,0,8
commonsenseqa,85ebdd4f1a3c2ac900eee8e75e48ccaa,True,8,6,6,0,0,8
commonsenseqa,7044d82a456d0fa6f0210abb03cbf2c4,False,8,7,7,0,0,8
commonsenseqa,92f423de9a556a66c3eb73e9ddf9399a,True,8,6,6,0,0,8
commonsenseqa,07a99d5f2ca7028febeb9f09604b36c8,False,8,7,7,0,0,8
commonsenseqa,e6586bba9fe96d38792e6e6d4f2703dc,True,8,6,6,0,0,8
commonsenseqa,f4a75bf3f115b826a8097edfd0ff2781,True,8,7,7,0,0,8
commonsenseqa,af3b9a8b1962cd3bcd19e644d873e7bc,True,8,6,6,0,0,8
commonsenseqa,08f3c187908646997b9080c7e9ea7da4,True,8,7,7,0,0,8
commonsenseqa,c22f30eee57f7191ee07e9a916460f68,True,8,6,6,0,0,8
commonsenseqa,b9121c3228f961c5ad68958c702cd94b,True,8,6,6,0,0,8
commonsenseqa,72b638200414a526b598de0e01a044df,True,8,7,7,0,0,8
commonsenseqa,e53ba4c7d2a818bdb6001e6924bc8896,True,8,7,7,0,0,8
commonsenseqa,1be8ec824eb0c7218b6bc160fd191428,False,8,7,7,0,0,8
commonsenseqa,51e2da7396ab7045533e885dbb98a424,False,8,7,7,0,0,8
commonsenseqa,e4976ee741cf4b28b8a42780ffb15774,True,8,7,7,0,0,8
commonsenseqa,ff0303db294a823d4138fb81a6ee6438,True,8,6,6,0,0,8
commonsenseqa,8494b0b95533dcedbd76ae2916c481d4,True,8,7,7,0,0,8
commonsenseqa,fb35c7aa5694bab2cde4b7257bfae003,True,8,6,6,0,0,8
commonsenseqa,3884d82524f2337ce53ce64776293cf7,True,8,7,7,0,0,8
commonsenseqa,3e12400bc5a2038a747edf2605787fe8,True,8,6,6,0,0,8
commonsenseqa,e1d354cbfcd620e5dacf83c17746c4b3,False,8,6,6,0,0,8
commonsenseqa,e248968fec422e1fab0f0561fedff76e,True,8,7,7,0,0,8
commonsenseqa,ab2eb930b29bb6d5e94a6cd3b04ba01e,True,8,6,6,0,0,8
commonsenseqa,ddd8c62ec94b4f94eeefdd05b9208a71,True,8,6,6,0,0,8
commonsenseqa,8fd82cdc253835814153fe7222e9967c,True,8,6,6,0,0,8
commonsenseqa,60e92cd2f35c345872d1a898e1718d55,True,8,7,7,0,0,8
commonsenseqa,5516b1c93f94aaa0bf9a4c7b124788d4,True,8,6,6,0,0,8
commonsenseqa,dbcedaa6a6f1f68bc8f2bf7aef23294e,True,8,6,6,0,0,8
commonsenseqa,4779be55f47a301debfc472e4fc2c7b6,True,8,6,6,0,0,8
commonsenseqa,c961578f4c5768b67b843e5d2ce18452,False,8,7,7,0,0,8
commonsenseqa,c0e4d0118c9cdfe2edc49ef954572b31,True,8,7,7,0,0,8
commonsenseqa,a018d65a74b9e77d81014fd8f6d78f77,True,8,6,6,0,0,8
commonsenseqa,750ebdf36a0b3b407be0fe2163e3700b,True,8,6,6,0,0,8
commonsenseqa,7ec11eeca4221795c117943ca2639e86,True,8,7,7,0,0,8
commonsenseqa,ac1abecdbbd7bcde6592ca645c2ecb1e,False,8,6,6,0,0,8
commonsenseqa,6bd170c8d3d99d3c47b3e96427bacaeb,True,8,6,6,0,0,8
commonsenseqa,ae56eff01d05422ddbcb26be7181356a,True,8,7,7,0,0,8
commonsenseqa,768fb09deab56046e1565b6a2556ad5c,True,8,7,7,0,0,8
commonsenseqa,43cec0fff43a976fade9112d02b66021,True,8,7,7,0,0,8
commonsenseqa,1e09c3136a743b862e783700b7667028,True,8,6,6,0,0,8
commonsenseqa,e480d4a672af0194e0a6ccdb8c37499b,True,8,6,6,0,0,8
commonsenseqa,9b4bbf3c4d24ecdb4b27320afb706808,True,8,6,6,0,0,8
commonsenseqa,32be8cbc1b5a967310bcab8b80563481,True,8,6,6,0,0,8
commonsenseqa,c1c73ef0ff662a76cd42c3500240974a,True,8,6,6,0,0,8
commonsenseqa,66458bf8599c3ef1e7b50fa527531882,True,8,6,6,0,0,8
commonsenseqa,bc10bf2bfae26a2226823d42956f6cf0,True,8,7,7,0,0,8
commonsenseqa,5b8a3081c3235d62bc77e2d15f3ad454,True,8,6,6,0,0,8
commonsenseqa,bdd29d7c12e3d795b78ffc048631e7e7,True,8,7,7,0,0,8
commonsenseqa,879239b8a788f3c9e3dfdd0862f3d7c5,True,8,6,6,0,0,8
commonsenseqa,a8c284637dabc87745a7eb05d4f7fcbc,True,8,7,7,0,0,8
commonsenseqa,0f54a1ee30a0034a3d2db1bfdef9ca85,True,8,6,6,0,0,8
commonsenseqa,6b270159bd402ddd498a38153f9d1efe,False,8,7,7,0,0,8
commonsenseqa,4ccd43cdff044bc4c644dadff1ff1e0b,True,8,7,7,0,0,8
commonsenseqa,18ee7a93410a6b4c9cec5d4894775991_1,True,8,6,6,0,0,8
commonsenseqa,6e433471d0e2590b8c73ceef275022b1,True,8,6,6,0,0,8
commonsenseqa,36f1ceeecde7abf99dab635239e12442,False,8,7,7,0,0,8
commonsenseqa,c54ddc0f9d170ba65d9f4f2e0bb41d1c,True,8,6,6,0,0,8
commonsenseqa,d3b145911a76fd6fbe9a23ab027be024,False,8,6,6,0,0,8
commonsenseqa,998381f854f51da2a6ccde45909e5168,True,8,7,7,0,0,8
commonsenseqa,ee46995407eb6357bb5410d49d378629,True,8,6,6,0,0,8
commonsenseqa,bdcfbe2132295d437e4c5701085f19c0,False,8,7,7,0,0,8
commonsenseqa,2ed66cfd206723a006b37599b516ad6e,True,8,6,6,0,0,8
commonsenseqa,b4cde6a56fb19afc84876ebf2fb9e71a,True,8,6,6,0,0,8
commonsenseqa,716ce4404a84b42dd64e561390c4b53b,False,8,7,7,0,0,8
commonsenseqa,fa031cff8e11e75c68d6a99ef0e5ca3a,False,8,7,7,0,0,8
commonsenseqa,230cc491829307e8edb5423c8d09f945,True,8,6,6,0,0,8
commonsenseqa,84a761f516efce04ab27d7ca8dd25255,False,8,7,7,0,0,8
commonsenseqa,cd39e442204d3edf7acc185fd59c8a44,False,8,6,6,0,0,8
commonsenseqa,75ac594b4fdbfba006e61315d1b2c815,False,8,6,6,0,0,8
commonsenseqa,83808e92381b2e5f4cdf55d1391645ae,True,8,6,6,0,0,8
commonsenseqa,a585df0818180ce3c06f963a4c3c810a,True,8,7,7,0,0,8
commonsenseqa,68c41ec8415eab50620eb9ecf6f35a6a,False,8,7,7,0,0,8
commonsenseqa,52f3eb6c9a6b9671050fc769d465ed03,True,8,7,7,0,0,8
commonsenseqa,7bb87c6d8eab57d4e983f60025b1f0dc,True,8,6,6,0,0,8
commonsenseqa,bd4e80fa6642a76c064d0bc924411fb0,False,8,6,6,0,0,8
commonsenseqa,55478486079423907508a06be13ca536,True,8,7,7,0,0,8
commonsenseqa,ab755203f41a2e241f0ee8a53c54f287,False,8,7,7,0,0,8
commonsenseqa,7ea57ee4580042b0a6a40479c8ace3e4,True,8,7,7,0,0,8
commonsenseqa,db1eb157671109bbb9113b0f71a6b957,True,8,6,6,0,0,8
commonsenseqa,080a9cf2d6447a9a4d98b0af311e10da,True,8,7,7,0,0,8
commonsenseqa,9d97e2bb458d93a8bafe4380b08727e3,False,8,7,7,0,0,8
commonsenseqa,fee5f4e9d8e37f0183e36eb9b8dbcbb9,True,8,6,6,0,0,8
commonsenseqa,a15d564d0be6996251b5d523ac62db2a,True,8,6,6,0,0,8
commonsenseqa,6eb57102b44ab74163d8f9821cbdabd0,True,8,7,7,0,0,8
commonsenseqa,c640116ca6905d5256edadb616b3f76e,False,8,7,7,0,0,8
commonsenseqa,668dc6bce771b10cbf6336f3ec76520a,True,8,6,6,0,0,8
commonsenseqa,5ef6cdb85468df482e3aa6fa339d6e41,True,8,7,7,0,0,8
commonsenseqa,20a3bb788cf408d9a3e25e610fe60905,True,8,6,6,0,0,8
commonsenseqa,c0e7fa3e39a2d9af2c323416015729dc,True,8,6,6,0,0,8
commonsenseqa,9b26329d74a6159ab9af4f899303de39,True,8,7,7,0,0,8
commonsenseqa,b1f36d1c8ab7e5a28783cb38e8709c27,True,8,7,7,0,0,8
commonsenseqa,5758a0fb686071e95d95b1cfad5299a0,True,8,7,7,0,0,8
commonsenseqa,6e77de03bee86d6c20780e14f00944d0,True,8,6,6,0,0,8
commonsenseqa,ffc3461d437a1c6c22d1c4f6439ebd9c,True,8,6,6,0,0,8
commonsenseqa,8c607d2e2e897d74048fcc794137b683,True,8,7,7,0,0,8
commonsenseqa,60b909ad1d7956218a5d99954fdebecd,True,8,7,7,0,0,8
commonsenseqa,5b5d2a8b83282f61c68a870116042f64,True,8,6,6,0,0,8
commonsenseqa,e7084c166ec67d0f983a26e055e845c6,True,8,7,7,0,0,8
commonsenseqa,a7f423c1636ba9e36d18e381928c5dcc,True,8,7,7,0,0,8
commonsenseqa,69425fb4cd2dc034e9ff223d2d5676ec,True,8,7,7,0,0,8
commonsenseqa,489a082aab43dd1a53f3f1f89c2365ed,True,8,7,7,0,0,8
commonsenseqa,cf5a710c931779fb3dde198e0ace3b6a,True,8,6,6,0,0,8
commonsenseqa,ace8fa2943ba8414aebdb74b48906fae,True,8,6,6,0,0,8
commonsenseqa,159d50e325b59c6d29ec371500e173b4,True,8,7,7,0,0,8
commonsenseqa,549cf641318edfc0510fa7c7dbb359e1,True,8,6,6,0,0,8
commonsenseqa,e1403a7c581bc263aea2ed8d179826d1,True,8,7,7,0,0,8
commonsenseqa,8c655f3a55bde41aad880f138d7a445d,True,8,7,7,0,0,8
commonsenseqa,b5baf77d3855935c87f01f5fb2216667,False,8,7,7,0,0,8
commonsenseqa,9402864beae075392d2ee6c10115fc21,True,8,7,7,0,0,8
commonsenseqa,64d2310eff6b661baeb41b4ccc392e35,True,8,6,6,0,0,8
commonsenseqa,74ad13a03634e79c85382f1b90969b74,False,8,7,7,0,0,8
commonsenseqa,32e2adee67aace0a98c830fb39463015,True,8,7,7,0,0,8
commonsenseqa,3bf06235a537adc9d85431846595b800,True,8,6,6,0,0,8
commonsenseqa,418913999c665ae9527fd14a6132da39,False,8,7,7,0,0,8
commonsenseqa,5a8e7d2f97f76adb23fbd59a009d16f0,False,8,7,7,0,0,8
commonsenseqa,8ef78abb86fc282ccb02bbc495f13030,True,8,6,6,0,0,8
commonsenseqa,3b8be90fdd8c67571d8d692eaa6dd87b,False,8,7,7,0,0,8
commonsenseqa,c592258c88295756833e9796e881057b,True,8,7,7,0,0,8
commonsenseqa,6abd34442438509b4a00c69d6fd24764,False,8,7,7,0,0,8
commonsenseqa,b7091d2bfcea421d787ce9e7982f104a,True,8,6,6,0,0,8
commonsenseqa,57e96118fee6e2bbac5f59790fc833c0,True,8,7,7,0,0,8
commonsenseqa,4364b4b342fb7b44434bd6694bf8fd51,True,8,7,7,0,0,8
commonsenseqa,6c1c1c282cebe8917f607f0dbc1c102e,True,8,6,6,0,0,8
commonsenseqa,91e0f4ab62c9d2fd440d73a3f5308d96,True,8,6,6,0,0,8
commonsenseqa,456f2fb41cac8c028dcfe2f48637e473,True,8,7,7,0,0,8
commonsenseqa,8a69e6df5e8ad6c9e6828aa66c59d046,True,8,7,7,0,0,8
commonsenseqa,a2daf73d33541af0846673afd8e49abe,True,8,6,6,0,0,8
commonsenseqa,1017807310a25d3ea4a4ec305e91cba3,False,8,7,7,0,0,8
commonsenseqa,fa1f17ca535c7e875f4f58510dc2f430,True,8,7,7,0,0,8
commonsenseqa,0f7419d25337e0a75503a015ae777905,False,8,7,7,0,0,8
commonsenseqa,d0bd5b5ee7319d1c4727e38d429dd54e,True,8,7,7,0,0,8
commonsenseqa,b9b82aa4c236cd342ff95455b8516a42,True,8,6,6,0,0,8
commonsenseqa,38e61d4be0da46b3cbbd76dc20bce677,True,8,7,7,0,0,8
commonsenseqa,bcd51af35d691f5c3b6b548096ab1559,False,8,7,7,0,0,8
commonsenseqa,c5c4166f2ed3c2b3517b79e6848e9ae2,False,8,7,7,0,0,8
commonsenseqa,520b0eea9148e3cb4d45aa69a55491eb,True,8,6,6,0,0,8
commonsenseqa,4768aa28fa14569d830f8947565296c1,False,8,7,7,0,0,8
commonsenseqa,1510f5183095466e4fe41b82501a9dd0,True,8,7,7,0,0,8
commonsenseqa,467a3b464b08b3ffc9922e2a726554f6,False,8,7,7,0,0,8
commonsenseqa,a6d3a2cb250a6310b8cabd31dbe2138c,True,8,6,6,0,0,8
commonsenseqa,dec1c42628a7448aa364cdada6e82f98,True,8,7,7,0,0,8
commonsenseqa,30a8cfd186f1aae5acd425a52d058863,True,8,6,6,0,0,8
commonsenseqa,2ac72eaf30a633c410b1bd658bbef0ba,True,8,7,7,0,0,8
commonsenseqa,f20d40bc4af588223e880e0bb58b27b8,True,8,6,6,0,0,8
commonsenseqa,335b51bd3a8ada014bbe6754dcbd425f,True,8,7,7,0,0,8
commonsenseqa,a5ca7c89196e54938b5827814d0071d4,False,8,7,7,0,0,8
commonsenseqa,a7d51b753c2113d8b2dbd0ebb5375855_1,True,8,6,6,0,0,8
commonsenseqa,ec79ef747bb89281923edb89ba26786d,True,8,7,7,0,0,8
commonsenseqa,a478e8b7c049781574f7fbb11ba1eec0,False,8,7,7,0,0,8
commonsenseqa,5e260e1d96187716888cbd968010bb65,True,8,7,7,0,0,8
commonsenseqa,e68fb2448fd74e402aae9982aa76e527,True,8,7,7,0,0,8
commonsenseqa,26bd85f05d29863ed777a4f1a4b8fa63,True,8,7,7,0,0,8
commonsenseqa,66275550d64d16339c944e6a6d63eb5b,True,8,6,6,0,0,8
commonsenseqa,9024493a3edbaf555fda5b477e835bf5,False,8,7,7,0,0,8
commonsenseqa,a2cd03ed068f6d613e85f3a60f4db0a1,True,8,7,7,0,0,8
commonsenseqa,ede4d302fc2ffe07703158f83c1493f2,False,8,7,7,0,0,8
commonsenseqa,2634468d21fa33a88cefe28a5d613f59,True,8,6,6,0,0,8
commonsenseqa,5074bcaf0f700c9f3c8c563067af156a,True,8,6,6,0,0,8
commonsenseqa,ad8ee2965a33ff4b0e3d2ac732676594,True,8,6,6,0,0,8
commonsenseqa,7a3d0c94438a5c8a09364aaebb848a2c,True,8,7,7,0,0,8
commonsenseqa,0cba8ddda21e29c8c53482e131d741cd,True,8,7,7,0,0,8
commonsenseqa,167d2cfa04bfaea0e0b5bac3598d5769,True,8,6,6,0,0,8
commonsenseqa,a5d853d1c2fb3ef160218fb91110fbe5,True,8,7,7,0,0,8
commonsenseqa,20ae70b9b157b298569cd761787833e7,True,8,6,6,0,0,8
commonsenseqa,95d1d968ee66b6054cbb16b58a7c6455,True,8,7,7,0,0,8
commonsenseqa,403c9b067ef7363efffa822bb08c5426,True,8,6,6,0,0,8
commonsenseqa,4f1d8007b446b0e10f07fd63cbd31b6f,True,8,7,7,0,0,8
commonsenseqa,23e4257a49972efd8a97672f060be1c1,False,8,7,7,0,0,8
commonsenseqa,aa5aa36557a5fbb93391506182f1025c,True,8,6,6,0,0,8
commonsenseqa,5ff8b0deed53b9ff91d58bd5b6f85bdf,False,8,7,7,0,0,8
commonsenseqa,2d33cde5e3987adc8fa2bca0af4dd3dd,True,8,7,7,0,0,8
commonsenseqa,b94a9764acff078b52a9cbae04661dc9,True,8,7,7,0,0,8
commonsenseqa,05490e6c191fbc3c2fe0033ed0bd8aa0,True,8,7,7,0,0,8
commonsenseqa,9f9ca9bb06d6afc31b19c365fb29a1c9,True,8,6,6,0,0,8
commonsenseqa,e63a210053cf7f961ca0b5a7e6eb355d,True,8,6,6,0,0,8
commonsenseqa,d6644eacdb543a60545d2eb1ac7e6dbd,True,8,7,7,0,0,8
commonsenseqa,88d8bfb9dc8e77ef642acbe1a129f3db,True,8,6,6,0,0,8
commonsenseqa,6974d215428a974641c1df18678522f5,True,8,6,6,0,0,8
commonsenseqa,e9389b08fdd17f14b148d498d6ff4dfe,True,8,7,7,0,0,8
commonsenseqa,8e7941ce31996ca83cc0a68f7313c96d,True,8,7,7,0,0,8
commonsenseqa,6b1f5ebd9d0dbc7e34a598456a6091a8,True,8,6,6,0,0,8
commonsenseqa,313d033c33ec475e04e628f87c5686bd,False,8,7,7,0,0,8
commonsenseqa,ca60a46c9007e4b6213f50bfb5342fdd,True,8,7,7,0,0,8
commonsenseqa,dba51270f789c75a2e38a5201b124d99,True,8,6,6,0,0,8
commonsenseqa,f7b96f195a7adfe0c74924a165cfd055,True,8,7,7,0,0,8
commonsenseqa,a00276c6db928900772c0320aeff77c0,True,8,6,6,0,0,8
